open,close,high,low,value,volume,begin,end,datetime
224.1,224.05,224.1,224.05,224053.0,1000,2025-09-09 08:52:00,2025-09-09 08:52:59,2025-09-09 08:52:00
224.15,224.15,224.15,224.15,6724.5,30,2025-09-09 08:53:00,2025-09-09 08:53:59,2025-09-09 08:53:00
224.15,224.1,224.15,224.1,22414.0,100,2025-09-09 08:54:00,2025-09-09 08:54:59,2025-09-09 08:54:00
224.05,224.15,224.15,224.05,15685.5,70,2025-09-09 08:55:00,2025-09-09 08:55:59,2025-09-09 08:55:00
224.15,224.15,224.15,224.15,11207.5,50,2025-09-09 08:56:00,2025-09-09 08:56:59,2025-09-09 08:56:00
224.15,224.15,224.15,224.15,2241.5,10,2025-09-09 08:57:00,2025-09-09 08:57:59,2025-09-09 08:57:00
224.05,224.0,224.05,224.0,206086.0,920,2025-09-09 08:58:00,2025-09-09 08:58:59,2025-09-09 08:58:00
224.1,224.1,224.1,224.1,2241.0,10,2025-09-09 08:59:00,2025-09-09 08:59:59,2025-09-09 08:59:00
224.0,224.0,224.0,224.0,11200.0,50,2025-09-09 09:00:00,2025-09-09 09:00:59,2025-09-09 09:00:00
224.1,224.0,224.1,224.0,6721.0,30,2025-09-09 09:01:00,2025-09-09 09:01:59,2025-09-09 09:01:00
224.0,224.1,224.1,224.0,22403.0,100,2025-09-09 09:03:00,2025-09-09 09:03:59,2025-09-09 09:03:00
224.05,224.05,224.05,224.05,2240.5,10,2025-09-09 09:04:00,2025-09-09 09:04:59,2025-09-09 09:04:00
224.05,224.05,224.05,224.05,4481.0,20,2025-09-09 09:05:00,2025-09-09 09:05:59,2025-09-09 09:05:00
224.05,224.05,224.05,224.05,8962.0,40,2025-09-09 09:06:00,2025-09-09 09:06:59,2025-09-09 09:06:00
224.05,224.0,224.05,224.0,56006.5,250,2025-09-09 09:07:00,2025-09-09 09:07:59,2025-09-09 09:07:00
224.05,224.1,224.1,224.05,8963.0,40,2025-09-09 09:08:00,2025-09-09 09:08:59,2025-09-09 09:08:00
224.05,224.15,224.15,224.05,13444.0,60,2025-09-09 09:09:00,2025-09-09 09:09:59,2025-09-09 09:09:00
224.1,224.1,224.1,224.05,11203.5,50,2025-09-09 09:10:00,2025-09-09 09:10:59,2025-09-09 09:10:00
224.05,224.05,224.05,224.05,2240.5,10,2025-09-09 09:11:00,2025-09-09 09:11:59,2025-09-09 09:11:00
224.1,224.15,224.15,224.1,150180.0,670,2025-09-09 09:12:00,2025-09-09 09:12:59,2025-09-09 09:12:00
224.2,224.2,224.2,224.2,6726.0,30,2025-09-09 09:13:00,2025-09-09 09:13:59,2025-09-09 09:13:00
224.1,224.1,224.1,224.1,38097.0,170,2025-09-09 09:14:00,2025-09-09 09:14:59,2025-09-09 09:14:00
224.2,224.2,224.2,224.2,114342.0,510,2025-09-09 09:15:00,2025-09-09 09:15:59,2025-09-09 09:15:00
224.2,224.2,224.2,224.2,24662.0,110,2025-09-09 09:16:00,2025-09-09 09:16:59,2025-09-09 09:16:00
224.2,224.3,224.3,224.2,829548.0,3700,2025-09-09 09:18:00,2025-09-09 09:18:59,2025-09-09 09:18:00
224.35,224.55,224.65,224.35,2040937.5,9090,2025-09-09 09:19:00,2025-09-09 09:19:59,2025-09-09 09:19:00
224.55,224.75,224.75,224.55,1904900.0,8480,2025-09-09 09:20:00,2025-09-09 09:20:59,2025-09-09 09:20:00
224.75,224.75,224.75,224.75,2247.5,10,2025-09-09 09:21:00,2025-09-09 09:21:59,2025-09-09 09:21:00
224.75,224.6,224.75,224.6,361760.5,1610,2025-09-09 09:23:00,2025-09-09 09:23:59,2025-09-09 09:23:00
224.6,224.6,224.6,224.6,6738.0,30,2025-09-09 09:24:00,2025-09-09 09:24:59,2025-09-09 09:24:00
224.6,224.6,224.6,224.6,6738.0,30,2025-09-09 09:27:00,2025-09-09 09:27:59,2025-09-09 09:27:00
224.65,224.7,224.7,224.65,4493.5,20,2025-09-09 09:28:00,2025-09-09 09:28:59,2025-09-09 09:28:00
224.7,224.55,224.7,224.55,38188.5,170,2025-09-09 09:29:00,2025-09-09 09:29:59,2025-09-09 09:29:00
224.65,224.7,224.7,224.65,29209.5,130,2025-09-09 09:30:00,2025-09-09 09:30:59,2025-09-09 09:30:00
224.65,224.65,224.65,224.65,11232.5,50,2025-09-09 09:32:00,2025-09-09 09:32:59,2025-09-09 09:32:00
224.65,224.65,224.65,224.65,13479.0,60,2025-09-09 09:33:00,2025-09-09 09:33:59,2025-09-09 09:33:00
224.65,224.55,224.65,224.55,103296.0,460,2025-09-09 09:34:00,2025-09-09 09:34:59,2025-09-09 09:34:00
224.6,224.5,224.6,224.5,17963.5,80,2025-09-09 09:35:00,2025-09-09 09:35:59,2025-09-09 09:35:00
224.5,224.65,224.65,224.5,112260.5,500,2025-09-09 09:36:00,2025-09-09 09:36:59,2025-09-09 09:36:00
224.65,224.6,224.65,224.6,24711.0,110,2025-09-09 09:38:00,2025-09-09 09:38:59,2025-09-09 09:38:00
224.6,224.6,224.6,224.6,44920.0,200,2025-09-09 09:39:00,2025-09-09 09:39:59,2025-09-09 09:39:00
224.6,224.4,224.6,224.4,5015389.5,22340,2025-09-09 09:41:00,2025-09-09 09:41:59,2025-09-09 09:41:00
224.25,224.2,224.25,224.2,8968.5,40,2025-09-09 09:42:00,2025-09-09 09:42:59,2025-09-09 09:42:00
224.25,224.25,224.4,224.25,35883.0,160,2025-09-09 09:43:00,2025-09-09 09:43:59,2025-09-09 09:43:00
224.4,224.2,224.4,224.05,1277664.5,5700,2025-09-09 09:44:00,2025-09-09 09:44:59,2025-09-09 09:44:00
224.3,224.35,224.35,224.3,67292.0,300,2025-09-09 09:45:00,2025-09-09 09:45:59,2025-09-09 09:45:00
224.35,224.35,224.35,224.35,2243.5,10,2025-09-09 09:46:00,2025-09-09 09:46:59,2025-09-09 09:46:00
